"category","title","level","description","starter_code","test_cases","hints","id"
"pandas","Korelasyon Analizi","intermediate","İki sayı listesi arasındaki Pearson korelasyonunu hesapla ve yorumla.
0.7+ güçlü, 0.4-0.7 orta, <0.4 zayıf.","def correlation_analysis(x: list, y: list) -> dict:
    # {'correlation': float, 'strength': str} döndür
    pass","[{""input"": {""x"": [1, 2, 3, 4, 5], ""y"": [2, 4, 6, 8, 10]}, ""expected"": {""strength"": ""güçlü"", ""correlation"": 1}}, {""input"": {""x"": [1, 2, 3, 4, 5], ""y"": [5, 4, 3, 2, 1]}, ""expected"": {""strength"": ""güçlü"", ""correlation"": -1}}]","[""💡 İpucu 1: Pearson formülü: r = Σ((xi-x̄)(yi-ȳ)) / √(Σ(xi-x̄)² · Σ(yi-ȳ)²)"", ""💡 İpucu 2: Önce x_bar = sum(x)/len(x), y_bar = sum(y)/len(y) hesapla."", ""💡 İpucu 3: abs(r) >= 0.7 → 'güçlü', >= 0.4 → 'orta', else → 'zayıf'""]","40"
"pandas","Tekrar Eden Satırlar","beginner","Bir listedeki tekrar eden öğeleri kaldır ve kaç tane kaldırıldığını döndür.
Sonuç: (temizlenmiş_liste, kaldırılan_sayısı)","def remove_duplicates(items: list) -> list:
    # (temizlenmiş_liste, kaldırılan_sayısı) döndür
    pass","[{""input"": [1, 2, 2, 3, 3, 3, 4], ""expected"": [[1, 2, 3, 4], 3]}, {""input"": [""a"", ""b"", ""a"", ""c""], ""expected"": [[""a"", ""b"", ""c""], 1]}]","[""💡 İpucu 1: seen = set() ile görülen öğeleri takip et."", ""💡 İpucu 2: Her öğe için: if item not in seen → ekle, else → sayacı artır."", ""💡 İpucu 3: Sonuç: [clean_list, removed_count]""]","41"
"pandas","Yaş Grubu Segmentasyonu","beginner","Yaş listesini gruplara ayır: 0-17 'Genç', 18-64 'Yetişkin', 65+ 'Yaşlı'.","def age_segment(ages: list) -> list:
    # [15, 25, 70, 5] -> ['Genç', 'Yetişkin', 'Yaşlı', 'Genç']
    pass","[{""input"": [15, 25, 70, 5, 45], ""expected"": [""Genç"", ""Yetişkin"", ""Yaşlı"", ""Genç"", ""Yetişkin""]}]","[""💡 İpucu 1: Her yaş için koşullu kontrol yap."", ""💡 İpucu 2: if age <= 17: 'Genç', elif age <= 64: 'Yetişkin', else: 'Yaşlı'"", ""💡 İpucu 3: List comprehension kullan: [segment(a) for a in ages]""]","42"
"pandas","Grup Toplamı","intermediate","Satış verisinden bölge bazında toplam satışı hesapla.
Sonuç: {bölge: toplam_satış} sözlüğü","def region_totals(sales: list) -> dict:
    # [{'region':'A','sales':100}, ...] -> {'A': 250, 'B': 150}
    pass","[{""input"": [{""sales"": 100, ""region"": ""A""}, {""sales"": 50, ""region"": ""B""}, {""sales"": 150, ""region"": ""A""}, {""sales"": 100, ""region"": ""B""}], ""expected"": {""A"": 250, ""B"": 150}}]","[""💡 İpucu 1: Boş bir dict: totals = {}"", ""💡 İpucu 2: Her kayıt için totals[region] = totals.get(region, 0) + sales"", ""💡 İpucu 3: totals dict'ini döndür.""]","43"
"pandas","Aykırı Değer Tespiti","intermediate","IQR yöntemiyle aykırı değerleri tespit et.
Q1-1.5*IQR altındakiler veya Q3+1.5*IQR üstündekiler aykırıdır.
Sonuç: aykırı değerlerin indeks listesi.","def detect_outliers(data: list) -> list:
    # Aykırı değerlerin indekslerini döndür
    pass","[{""input"": [1, 2, 2, 3, 3, 3, 100], ""expected"": [6]}, {""input"": [10, 11, 12, 13, 14, 15], ""expected"": []}]","[""💡 İpucu 1: Sıralı listeden Q1 (25. yüzdelik) ve Q3 (75. yüzdelik) hesapla."", ""💡 İpucu 2: IQR = Q3 - Q1; alt sınır = Q1 - 1.5*IQR, üst sınır = Q3 + 1.5*IQR"", ""💡 İpucu 3: [i for i, x in enumerate(data) if x < lower or x > upper]""]","44"
"pandas","Rolling Ortalama","intermediate","k pencereli rolling (kayan) ortalama hesapla.
İlk k-1 değer için sonuç None olsun.","def rolling_average(data: list, k: int) -> list:
    # k pencereli kayan ortalama
    pass","[{""input"": {""k"": 3, ""data"": [1, 2, 3, 4, 5]}, ""expected"": [null, null, 2, 3, 4]}, {""input"": {""k"": 2, ""data"": [10, 20, 30, 40]}, ""expected"": [null, 15, 25, 35]}]","[""💡 İpucu 1: İlk k-1 değer için None döndür."", ""💡 İpucu 2: i >= k-1 için: sum(data[i-k+1:i+1]) / k"", ""💡 İpucu 3: Sonuç listesi oluştur ve her adımda ekle.""]","45"
"algorithms","İkili Arama","beginner","Sıralı bir listede binary search ile hedef sayının indeksini döndür.
Bulunamazsa -1 döndür.","def binary_search(arr: list, target: int) -> int:
    # O(log n) zaman karmaşıklığı hedefle
    pass","[{""input"": {""arr"": [1, 3, 5, 7, 9, 11], ""target"": 7}, ""expected"": 3}, {""input"": {""arr"": [1, 3, 5, 7, 9, 11], ""target"": 6}, ""expected"": -1}, {""input"": {""arr"": [1], ""target"": 1}, ""expected"": 0}]","[""💡 İpucu 1: left=0, right=len(arr)-1 ile başla."", ""💡 İpucu 2: mid = (left+right)//2; arr[mid]>target ise right=mid-1, küçükse left=mid+1"", ""💡 İpucu 3: arr[mid]==target ise mid'i döndür. Döngü biterse -1.""]","46"
"algorithms","Bubble Sort","beginner","Bubble sort algoritmasıyla bir listeyi küçükten büyüğe sırala.
Orijinal listeyi değiştirme, kopyasını döndür.","def bubble_sort(arr: list) -> list:
    # Her geçişte büyük elemanları sona taşı
    pass","[{""input"": [64, 34, 25, 12, 22, 11, 90], ""expected"": [11, 12, 22, 25, 34, 64, 90]}, {""input"": [5, 1, 4, 2, 8], ""expected"": [1, 2, 4, 5, 8]}]","[""💡 İpucu 1: arr = arr[:] ile kopya al."", ""💡 İpucu 2: İki iç içe döngü: dış n kez, iç komşuları karşılaştırır."", ""💡 İpucu 3: arr[j] > arr[j+1] ise swap yap: arr[j], arr[j+1] = arr[j+1], arr[j]""]","47"
"algorithms","Bozuk Para Hesabı (Greedy)","beginner","Verilen miktarı en az sayıda bozuk para ile öde.
Kullanılabilir bozukluklar: [100,50,25,10,5,1] kuruş.","def make_change(amount: int) -> dict:
    # {100:x, 50:y, ...} kaç tane hangi bozukluktan
    coins = [100, 50, 25, 10, 5, 1]
    pass","[{""input"": 187, ""expected"": {""1"": 2, ""5"": 0, ""10"": 1, ""25"": 1, ""50"": 1, ""100"": 1}}, {""input"": 75, ""expected"": {""1"": 0, ""5"": 0, ""10"": 0, ""25"": 1, ""50"": 1, ""100"": 0}}]","[""💡 İpucu 1: Her bozukluk için: count = amount // coin"", ""💡 İpucu 2: amount = amount % coin ile kalanı güncelle."", ""💡 İpucu 3: Sonuçları result[coin] = count olarak sakla.""]","48"
"algorithms","Kaplama Problemi","intermediate","n merdiven basamağı var. Her adımda 1 veya 2 basamak çıkabilirsin.
Kaç farklı yol var? (Dinamik programlama)","def climb_stairs(n: int) -> int:
    # DP ile çöz: dp[i] = dp[i-1] + dp[i-2]
    pass","[{""input"": 2, ""expected"": 2}, {""input"": 3, ""expected"": 3}, {""input"": 5, ""expected"": 8}]","[""💡 İpucu 1: Bu aslında Fibonacci dizisi! dp[1]=1, dp[2]=2"", ""💡 İpucu 2: dp[i] = dp[i-1] + dp[i-2] (bir önceki veya iki önceki basamaktan gelir)"", ""💡 İpucu 3: Hafıza optimizasyonu için yalnızca son iki değeri tut.""]","49"
"algorithms","En Kısa Yol (BFS)","intermediate","Bir 2D grid'de (0=geçit, 1=duvar) baştan (0,0) hedefe (n-1,m-1) en kısa yol kaç adım?
Yol yoksa -1 döndür.","def shortest_path(grid: list) -> int:
    # BFS ile en kısa yol
    pass","[{""input"": [[0, 0, 0], [1, 1, 0], [0, 0, 0]], ""expected"": 4}, {""input"": [[0, 1], [1, 0]], ""expected"": -1}]","[""💡 İpucu 1: BFS için queue kullan: [(0,0,0)]  # (satır, sütun, adım)"", ""💡 İpucu 2: Ziyaret edilenleri takip et: visited = set(); visited.add((0,0))"", ""💡 İpucu 3: 4 yön: [(-1,0),(1,0),(0,-1),(0,1)]; sınır ve duvar kontrolü yap.""]","50"
"strings","💖 Emoji Envanteri: Sosyal Medya Duygu Analizi","intermediate","Sosyal medya platformumuzdaki gönderilerin genel duygu tonunu anlamak için hızlı bir analiz aracına ihtiyacımız var! 📊 Göreviniz, verilen bir metin içindeki belirli pozitif, negatif ve nötr emojileri sayarak bir 'duygu envanteri' oluşturmaktır. Fonksiyonunuz, metni taramalı ve her kategoriye ait emojilerin toplam sayısını içeren bir sözlük döndürmelidir. 🕵️‍♀️ Bu, içerik yöneticilerimizin etkileşimi daha iyi anlamasına yardımcı olacak! 

**Emoji Kategorileri (Örnekler):**
- **Pozitif:** 😂, 👍, ❤️, ✨, 🥳
- **Negatif:** 😠, 👎, 😔, 💔, 😭
- **Nötr:** 💡, 📍, 📚, ⏰, 🤔

**Örnek Kullanım:**
Input: ""Harika bir gün! ✨ Çok eğlendim 😂👍 ama biraz da düşündürücü 🤔""
Output: {""pozitif"": 3, ""negatif"": 0, ""nötr"": 1}","def emoji_analizcisi(metin: str) -> dict:
    # Bu alan, pozitif, negatif ve nötr emojileri tanımladığınız yer olacak.
    pozitif_emojiler = ['😂', '👍', '❤️', '✨', '🥳']
    negatif_emojiler = ['😠', '👎', '😔', '💔', '😭']
    notr_emojiler = ['💡', '📍', '📚', '⏰', '🤔']

    # Başlangıçta sayaçları sıfırlayın
    sayaclar = {
        ""pozitif"": 0,
        ""negatif"": 0,
        ""nötr"": 0
    }

    # Metin üzerinde karakter karakter gezinerek emojileri sayın.
    pass","[{""input"": ""Harika bir gün! ✨ Çok eğlendim 😂👍"", ""expected"": {""nötr"": 0, ""negatif"": 0, ""pozitif"": 3}}, {""input"": ""Çok üzgünüm 😔 neden böyle oldu ki 💔😭"", ""expected"": {""nötr"": 0, ""negatif"": 3, ""pozitif"": 0}}, {""input"": ""Ders çalışıyorum 📚 yeni bir fikir💡 çıktı ama henüz emin değilim 🤔"", ""expected"": {""nötr"": 3, ""negatif"": 0, ""pozitif"": 0}}, {""input"": ""Bugün hava güzel.☕️ Kahve içtim. Hava karardı."", ""expected"": {""nötr"": 0, ""negatif"": 0, ""pozitif"": 0}}, {""input"": ""Karışık duygular: 😂😔👍💔📚💡"", ""expected"": {""nötr"": 2, ""negatif"": 2, ""pozitif"": 2}}, {""input"": """", ""expected"": {""nötr"": 0, ""negatif"": 0, ""pozitif"": 0}}, {""input"": ""Sadece bir metin parçasıdır, emoji yok."", ""expected"": {""nötr"": 0, ""negatif"": 0, ""pozitif"": 0}}, {""input"": ""🥳✨🥳✨ Bu bir parti! 🎉"", ""expected"": {""nötr"": 0, ""negatif"": 0, ""pozitif"": 4}}, {""input"": ""Her şey çok kötü 😭😠👎"", ""expected"": {""nötr"": 0, ""negatif"": 3, ""pozitif"": 0}}]","[""💡 İpucu 1: Fonksiyonun başında, pozitif, negatif ve nötr emojileri ayrı Python listeleri (veya setleri) olarak tanımlayın. Örneğin: `pozitif_emojiler = ['😂', '👍', '❤️']`"", ""💡 İpucu 2: Sonuçları tutmak için `{\""pozitif\"": 0, \""negatif\"": 0, \""nötr\"": 0}` şeklinde bir sözlük (dictionary) oluşturarak başlayın."", ""💡 İpucu 3: Gelen `metin` parametresi üzerinde bir `for` döngüsü kullanarak her bir karakteri (emoji dahil) tek tek kontrol edin. Python'da emojiler de tek karakter gibi işlenir."", ""💡 İpucu 4: Her karakteri kontrol ederken, `if karakter in pozitif_emojiler:` gibi koşullu ifadeler kullanarak karakterin hangi emoji kategorisine ait olduğunu belirleyin ve ilgili sayacı artırın.""]","51"
"strings","🕵️‍♀️ Emoji Gizemleri: Gizli Mesajı Bul! 🔍","beginner","Sosyal medyada arkadaşlarınla emoji dolu mesajlar paylaşıyorsun! 🥳 Bazı mesajlar ise özel bir gizem taşıyor. Belirli bir emoji deseniyle başlayan (⭐✨🌟) ve yine belirli bir emoji deseniyle biten (🌟✨⭐) mesajlar içinde gizli bir anahtar kelime saklı. Senin görevin, verilen bir mesajın bu gizemli formatta olup olmadığını kontrol etmek ve eğer öyleyse, o gizli anahtar kelimeyi bulup çıkarmak! 🤫

**Örnek Kullanım:**

Girdi: `⭐✨🌟PythonHarika🌟✨⭐`
Çıktı: `PythonHarika`

Girdi: `Merhaba dünya! 👋`
Çıktı: `None`

Girdi: `⭐✨🌟🌟✨⭐`
Çıktı: `''` (boş string)","def gizli_mesaji_bul(mesaj: str) -> str | None:
    # Mesajın belirli emoji desenleriyle başlayıp bitmediğini kontrol et.
    # Eğer öyleyse, bu desenleri mesajdan çıkararak gizli anahtar kelimeyi bul.
    pass","[{""input"": ""⭐✨🌟PythonHarika🌟✨⭐"", ""expected"": ""PythonHarika""}, {""input"": ""⭐✨🌟KodlamakEglenceli🌟✨⭐"", ""expected"": ""KodlamakEglenceli""}, {""input"": ""⭐✨🌟🌟✨⭐"", ""expected"": """"}, {""input"": ""Merhaba dünya! 👋"", ""expected"": null}, {""input"": ""🚀✨🌟Merhaba🌟✨⭐"", ""expected"": null}, {""input"": ""⭐✨🌟Merhaba🌟✨🚀"", ""expected"": null}, {""input"": ""Sadece normal bir mesaj."", ""expected"": null}, {""input"": ""Bu mesajda ⭐✨🌟gizli🌟✨⭐ var ama format hatalı."", ""expected"": null}, {""input"": ""⭐✨Merhaba🌟✨⭐"", ""expected"": null}, {""input"": ""⭐✨🌟Kısa🌟✨⭐"", ""expected"": ""Kısa""}, {""input"": ""⭐✨🌟Biraz uzunca bir gizemli mesaj🌟✨⭐"", ""expected"": ""Biraz uzunca bir gizemli mesaj""}]","[""💡 İpucu 1: Bir string'in belirli bir alt string ile başlayıp başlamadığını kontrol etmek için `.startswith()` metodunu kullanabilirsin."", ""💡 İpucu 2: Benzer şekilde, bir string'in belirli bir alt string ile bitip bitmediğini kontrol etmek için `.endswith()` metodunu kullanabilirsin."", ""💡 İpucu 3: Eğer mesaj gizli formata uyuyorsa, gizli anahtar kelimeyi bulmak için string dilimleme (slicing) kullanabilirsin. Başlangıç ve bitiş desenlerinin uzunluklarına dikkat et! Her iki desen de 3 emoji karakter uzunluğunda.""]","52"
"strings","🚀 Sosyal Medya Post Kontrolcüsü: Trend ve Temiz Mi?","intermediate","Bir sosyal medya platformunda içerik moderatörü olarak çalışıyorsun! 📝 Amacın, kullanıcıların gönderdiği mesajların belirli kriterlere uyup uymadığını kontrol etmek. Mesaj, en az bir trendy hashtag içermeli VE yasaklı kelimelerden veya emojilerden hiçbirini barındırmamalıdır. Fonksiyonunuz, bir mesajın bu iki koşulu da sağlıyorsa `True`, aksi takdirde `False` döndürmelidir. Unutmayın, hashtagler ve yasaklı kelimeler/emojiler için kontrol yaparken büyük/küçük harf veya emoji duyarlılığına dikkat edin (kelimeler küçük harf duyarsız, emojiler duyarlı kalmalı).","def post_kontrol_et(mesaj: str, trend_hashtagler: list[str], yasakli_kelimeler_ve_emojiler: list[str]) -> bool:
    # Kullanıcının mesajını belirli kurallara göre kontrol eder.
    # - En az bir trend hashtag içermeli.
    # - Hiçbir yasaklı kelime/emoji içermemeli.
    pass","[{""input"": {""mesaj"": ""Harika bir #Python projesi üzerinde çalışıyorum! #Gelişim"", ""trend_hashtagler"": [""#python"", ""#yapayzeka""], ""yasakli_kelimeler_ve_emojiler"": [""yasaklı"", ""spam""]}, ""expected"": true}, {""input"": {""mesaj"": ""Bu spam mesajı lütfen bildirin! #Önemli"", ""trend_hashtagler"": [""#önemli""], ""yasakli_kelimeler_ve_emojiler"": [""spam"", ""virüs""]}, ""expected"": false}, {""input"": {""mesaj"": ""Bugün hava çok güzel!"", ""trend_hashtagler"": [""#güneş"", ""#plaj""], ""yasakli_kelimeler_ve_emojiler"": []}, ""expected"": false}, {""input"": {""mesaj"": ""Sıkıcı bir gün 😠"", ""trend_hashtagler"": [""#mood""], ""yasakli_kelimeler_ve_emojiler"": [""sıkıcı"", ""😠""]}, ""expected"": false}, {""input"": {""mesaj"": ""Yeni bir #PYTHON dersi! #öğren"", ""trend_hashtagler"": [""#python"", ""#ders""], ""yasakli_kelimeler_ve_emojiler"": []}, ""expected"": true}, {""input"": {""mesaj"": ""Bu bir YASAKLI kelimedir! #Uyarı"", ""trend_hashtagler"": [""#uyarı""], ""yasakli_kelimeler_ve_emojiler"": [""yasaklı""]}, ""expected"": false}, {""input"": {""mesaj"": ""Her şey yolunda! #Mutlu"", ""trend_hashtagler"": [], ""yasakli_kelimeler_ve_emojiler"": []}, ""expected"": false}, {""input"": {""mesaj"": ""Süper bir gün! #Hava"", ""trend_hashtagler"": [""#hava""], ""yasakli_kelimeler_ve_emojiler"": []}, ""expected"": true}]","[""💡 İpucu 1: Mesajın tamamını küçük harfe çevirerek hem trendy hashtag hem de yasaklı kelime kontrollerini (emoji dışındaki) kolaylaştırabilirsiniz."", ""💡 İpucu 2: Trendy hashtag kontrolü için bir döngü kullanarak `any()` fonksiyonunu düşünebilirsiniz. En az bir tanesi mesajda varsa, ilk koşul sağlanmış demektir."", ""💡 İpucu 3: Yasaklı kelimeler/emojiler için de benzer bir döngü kurun. Eğer mesajda herhangi bir yasaklı kelime/emoji bulunursa, hemen `False` döndürebilirsiniz."", ""💡 İpucu 4: Python'daki `in` operatörü string içinde alt string aramak için çok kullanışlıdır.""]","53"
"list-dict","🍽️ Emoji Sipariş Fiyatı Hesaplayıcı","intermediate","Mahallenin en popüler kafesi, modern çağa ayak uydurarak sadece emojilerle sipariş alıyor! 📲 Bu sistemde, her bir yiyecek ve içecek emojisi belirli bir fiyata sahip. Görevin, müşterinin verdiği emoji dolu sipariş stringini (örn: '🍕🍔🍟🥤') analiz ederek toplam tutarı hesaplayan bir fonksiyon yazmak. Dikkatli ol, bazı emojiler listede olmayabilir, onların fiyatı 0'dır.","def hesapla_emoji_siparis_fiyati(siparis_stringi: str) -> float:
    # Her bir emoji için fiyatları tutan bir sözlük tanımlayalım.
    emoji_fiyatlari = {
        ""🍕"": 15.00,
        ""🍔"": 12.50,
        ""🍟"": 7.00,
        ""🥤"": 5.00,
        ""☕"": 6.00,
        ""🍩"": 8.50,
        ""🍦"": 9.00,
        ""🥪"": 10.00,
        ""🍰"": 11.00,
        ""🍎"": 4.00
    }
    # Toplam fiyatı hesaplamak için kodu buraya yazın.
    pass","[{""input"": ""🍕🍔🥤"", ""expected"": 32.5}, {""input"": ""🍟🍟🥤"", ""expected"": 19}, {""input"": ""🍕✨🍔"", ""expected"": 27.5}, {""input"": ""☕🍩🍦"", ""expected"": 23.5}, {""input"": ""🍎🥪"", ""expected"": 14}, {""input"": """", ""expected"": 0}, {""input"": ""🌟😊"", ""expected"": 0}, {""input"": ""🍕🍕🍕🥤"", ""expected"": 50}]","[""💡 Sipariş stringi içindeki her bir emoji karakteri üzerinde döngü (loop) kurmayı düşünün."", ""💡 `emoji_fiyatlari` sözlüğünden her bir emojinin fiyatını alırken `.get(emoji, 0.0)` metodunu kullanarak, menüde olmayan emojiler için varsayılan bir değer (0.0) döndürebilirsiniz."", ""💡 Toplam fiyatı tutmak için döngüden önce bir değişken tanımlayın ve her emojinin fiyatını bu değişkene ekleyin.""]","54"
"strings","Viral Potansiyel Skoru Hesapla 📈🚀","intermediate","Sosyal medya yöneticisi olarak, platformunuzda hangi gönderilerin daha fazla etkileşim yaratabileceğini öngörmeniz gerekiyor. Bu görevde, kullanıcıların paylaştığı gönderi metinlerini analiz ederek 'Viral Potansiyel Skoru' hesaplayan bir fonksiyon yazmalısınız. Fonksiyonunuz, metindeki belirli trend kelimelerin ve pozitif emojilerin kullanımına göre bir skor döndürecektir. Her trend kelime +5 puan, her pozitif emoji +3 puan değerindedir. Kelime aramalarında küçük/büyük harf duyarlılığı olmamalıdır.","def hesapla_viral_skor(gonderi_metni: str, trend_kelimeler: list[str], pozitif_emojiler: list[str]) -> int:
    # Gönderi metninin viral potansiyel skorunu hesaplayan kodunuzu buraya yazın.
    pass","[{""input"": {""gonderi_metni"": ""Harika bir gün! #python çok eğlenceli 🚀🔥"", ""trend_kelimeler"": [""python"", ""eğlenceli"", ""kodlama""], ""pozitif_emojiler"": [""🚀"", ""🔥"", ""✨""]}, ""expected"": 16}, {""input"": {""gonderi_metni"": ""Bu challenge gerçekten eğlenceli! Kodlama öğrenmek harika! 😊👍"", ""trend_kelimeler"": [""challenge"", ""eğlenceli"", ""kodlama"", ""öğrenmek""], ""pozitif_emojiler"": [""😊"", ""👍"", ""💡""]}, ""expected"": 26}, {""input"": {""gonderi_metni"": ""Sıradan bir metin. Hiçbir viral potansiyel yok."", ""trend_kelimeler"": [""viral"", ""popüler"", ""challenge""], ""pozitif_emojiler"": [""🎉"", ""🥳""]}, ""expected"": 0}, {""input"": {""gonderi_metni"": ""PyThOn çok iyi! EğLenceli! Ve bu bir CHALLENGE! 🎉"", ""trend_kelimeler"": [""python"", ""eğlenceli"", ""challenge""], ""pozitif_emojiler"": [""🎉""]}, ""expected"": 18}, {""input"": {""gonderi_metni"": ""Bugün hava güzel. ☀️"", ""trend_kelimeler"": [""güneş"", ""hava"", ""güzel""], ""pozitif_emojiler"": [""✨"", ""🌈""]}, ""expected"": 0}]","[""💡 İpucu 1: Metindeki kelimeleri karşılaştırırken küçük/büyük harf duyarlılığını ortadan kaldırmak için `lower()` metodunu kullanmayı unutmayın."", ""💡 İpucu 2: Gönderi metnini kelimelere ayırmak için `split()` veya düzenli ifadeler (regex) kullanabilirsiniz. Ancak basit bir `split()` metodu da iş görecektir, noktalama işaretlerini temizlemeyi düşünebilirsiniz."", ""💡 İpucu 3: Emojileri saymak için, her bir pozitif emojinin gönderi metninde kaç kez geçtiğini kontrol eden bir döngü yazabilirsiniz. `string.count()` metodu bu konuda size yardımcı olabilir.""]","55"
"strings","😎 Ruh Hali Emoji Dedektörü","intermediate","Merhaba sevgili geleceğin veri bilimcileri! 👩‍💻 Sosyal medya platformları, kullanıcılarının duygularını anlamak için sürekli yeni yollar arıyor. Bu görevde, bir kullanıcının paylaştığı metindeki emojilere bakarak genel ruh halini tespit eden bir Python fonksiyonu yazacaksın. ✨ Fonksiyonun, girdi olarak bir sosyal medya gönderisi (string) ve farklı ruh hallerini (örneğin, 'mutlu', 'üzgün') temsil eden emoji listelerini içeren bir sözlük (dict) alacak. Hangi ruh halinden daha fazla emoji varsa, o ruh halini döndürmelisin. Eğer bilinen bir emoji bulunamazsa veya birden fazla ruh hali eşit sayıda emoji içeriyorsa, 'belirsiz' döndürmelisin. 🤔

Örnek Girdi ve Çıktılar:
post = ""Bugün hava harika! 😊☀️""
mood_map = {""mutlu"": [""😊"", ""😄""], ""üzgün"": [""😢"", ""😔""]}
Çıktı: ""mutlu""

post = ""Çok sıkıcı bir gün 😭"",
mood_map = {""mutlu"": [""😊"", ""😄""], ""üzgün"": [""😢"", ""😔""]}
Çıktı: ""üzgün""

post = ""Sadece metin var.""
mood_map = {""mutlu"": [""😊"", ""😄""], ""üzgün"": [""😢"", ""😔""]}
Çıktı: ""belirsiz","def emoji_ruh_hali_dedektoru(post: str, mood_map: dict) -> str:
    # Her bir ruh hali için emoji sayılarını tutacak bir sayaç sözlüğü oluştur.
    # Gönderideki her karakteri kontrol et.
    # Eğer karakter bir emoji ise ve mood_map içinde tanımlıysa, ilgili ruh halinin sayacını artır.
    # En yüksek sayaca sahip ruh halini bul.
    # Beraberlik veya emoji olmaması durumlarını yönetmeyi unutma!
    pass","[{""input"": {""post"": ""Bugün hava çok güzel! 😊😄"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""mutlu""}, {""input"": {""post"": ""Çok yorgunum ve üzgünüm 😔😢"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""üzgün""}, {""input"": {""post"": ""Şaşırtıcı bir haber aldım! 🤯😳 Ama yine de mutluyum 😊"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""şaşkın""}, {""input"": {""post"": ""Sadece metin var."", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""belirsiz""}, {""input"": {""post"": ""🤔🤷‍♀️ Bu ne demek?"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""belirsiz""}, {""input"": {""post"": ""Mutluluk ve biraz hüzün 😊😔"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""belirsiz""}, {""input"": {""post"": """", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""belirsiz""}, {""input"": {""post"": ""Harika bir gün ✨✨✨"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""mutlu""}, {""input"": {""post"": ""Of be 💔"", ""mood_map"": {""mutlu"": [""😊"", ""😄"", ""🥳"", ""✨""], ""üzgün"": [""😢"", ""😭"", ""😔"", ""💔""], ""şaşkın"": [""😮"", ""🤯"", ""😳""]}}, ""expected"": ""üzgün""}]","[""💡 İlk adım olarak, gönderideki her bir karakteri tek tek kontrol etmelisin. Bir döngü (for loop) kullanmak işini kolaylaştıracaktır. 🔁"", ""💡 Her bir karakterin hangi ruh haline ait olduğunu bulmak için, 'mood_map' sözlüğünün değerlerini (emoji listeleri) kontrol etmelisin. Bir karakterin bu listelerden birinde olup olmadığını 'in' operatörü ile kontrol edebilirsin. 🧐"", ""💡 Emojilerin sayılarını takip etmek için bir sayaç sözlüğü oluşturabilirsin. Örneğin, `emoji_sayilari = {'mutlu': 0, 'üzgün': 0}` gibi. Bulduğun her emoji için ilgili ruh halinin sayacını artır. ➕"", ""💡 Tüm emojileri saydıktan sonra, hangi ruh halinin en yüksek sayaca sahip olduğunu bulman gerekecek. `max()` fonksiyonunu, `key` parametresiyle kullanarak sözlük değerlerine göre maksimum olanı bulabilirsin. Ama dikkat et, beraberlik durumunda ne yapacağını unutma! 🤯"", ""💡 Eğer hiçbir emoji bulunamazsa veya en yüksek sayıya sahip birden fazla ruh hali varsa, 'belirsiz' döndürdüğünden emin olmalısın. Bu kontrolü, sonuçları değerlendirdikten sonra yapabilirsin. 😉""]","56"
